participant,trial,video,model left,score,timing,see_count,see,expertise,F1-Base,F1-Shadow,normalized_score
P7,18,video-3-segment-3,GPT4V@Shadow,0.7,58.0,10,"Person with a disability,Stairs,Vegetation,Gate,Tactile Paving,Water leakage,White Cane,Car,Traffic Signals,Sidewalk",Novice/Intermediate,0.7226890756302522,,-0.3541666666666671
P7,19,video-16-segment-3,BLIP@Shadow,0.8,92.0,12,"Vegetation,Slopped Curb,Pole,Person with a disability,Railing,Accent Paving,White Cane,Sidewalk,Barrier Stump,Closed Sidewalk,Person,Car",Novice/Intermediate,0.8350515463917526,,-0.10416666666666685
P7,20,video-3-segment-3,GPV-1@Shadow,0.9,55.0,11,"White Cane,Curb,Slopped Curb,Gate,Water Pipes,Road Shoulder,Car,Closed Sidewalk,Sidewalk,Escalator,Traffic Signals",Novice/Intermediate,0.6138613861386139,,0.1458333333333331
P7,21,video-15-segment-3,GPT4V,1.0,73.0,11,"Car,Wall,Trash bins,Fence,Bench,Parallel Parking Spot,Sidewalk,White Cane,Person with a disability,Closed Sidewalk,Person",Novice/Intermediate,0.7368421052631577,,0.39583333333333304
P7,22,video-2-segment-1,GPV-1@Shadow,0.6,112.0,11,"Slopped Curb,Bicycle,Motorcycle,Sign,Wet surface,Fence,Person with a disability,Person,Traffic Signals,Car,White Cane",Novice/Intermediate,0.5735294117647058,,-0.604166666666667
P7,23,video-1-segment-5,BLIP@Shadow,1.0,60.0,9,"Retaining Wall,Road,Stairs,Person,Water Pipes,Road Divider,Sidewalk,Car,White Cane",Novice/Intermediate,0.8512820512820513,,0.39583333333333304
P7,24,video-15-segment-3,GPT4V@Shadow,1.0,34.0,10,"Bicycle,Vegetation,Road Shoulder,Driveway(flat),Bridge,Retaining Wall,Car,Person,Person with a disability,White Cane",Novice/Intermediate,0.7846153846153846,,0.39583333333333304
P8,1,video-6-segment-2,Random,0.2,250.0,5,"Curb,White Cane,Building,Trash bins,Pedestrian Crossing",Novice/Intermediate,0.4057971014492754,,-0.19907407407407404
P8,2,video-4-segment-3,GPV-1@Shadow,0.4,190.0,6,"Person with a disability,Curb,Vegetation,Pole,Sidewalk,Car",Novice/Intermediate,0.9044585987261146,0.9028571428571428,0.02314814814814819
P8,3,video-15-segment-3,BLIP@Shadow,0.4,171.0,5,"Fence,Sign,Car,White Cane,Road",Novice/Intermediate,0.7901234567901234,0.7931034482758621,0.02314814814814819
P8,4,video-1-segment-4,GPV-1,0.2,172.0,6,"Vegetation,Pole,Bicycle,Bus Stop,Bench,White Cane",Novice/Intermediate,0.7173913043478262,,-0.19907407407407404
P8,5,video-15-segment-3,Random,0.1,79.0,5,"Person with a disability,Tree,Person,Car,Road",Novice/Intermediate,0.5631067961165048,,-0.3101851851851852
P8,6,video-3-segment-2,GPT4V@Shadow,0.4,127.0,6,"Curb,White Cane,Bicycle,Car,Fence,Bus Stop",Novice/Intermediate,0.782608695652174,0.780952380952381,0.02314814814814819
P8,7,video-1-segment-5,GPT4V,0.9,77.0,6,"Sidewalk,Bicycle,Traffic Signals,Motorcycle,White Cane,Car",Novice/Intermediate,0.9565217391304348,,0.5787037037037037
P8,8,video-2-segment-1,Random,0.1,103.0,5,"Pillar,Bridge,Fountain,White Cane,Car",Novice/Intermediate,0.2592592592592592,,-0.3101851851851852
P8,9,video-11-segment-1,GPT4V,0.6,113.0,6,"Trash bins,Bus,White Cane,Car,Sign Post,Bicycle",Novice/Intermediate,0.838095238095238,,0.24537037037037035
P8,10,video-3-segment-3,BLIP,0.4,94.0,5,"Fence,Person with a disability,Car,Tree,Road",Novice/Intermediate,0.796116504854369,,0.02314814814814819
P8,11,video-16-segment-3,Ground Truth,0.9,158.0,6,"Parallel Parking Spot,Pole,Closed Sidewalk,Person with a disability,Trash bins,White Cane",Novice/Intermediate,1.0,,0.5787037037037037
P8,12,video-4-segment-4,GPV-1,0.2,86.0,5,"Stairs,Puddle,White Cane,Car,Vegetation",Novice/Intermediate,0.3265306122448979,,-0.19907407407407404
P8,13,video-14-segment-1,GPT4V,0.3,99.0,5,"Person with a disability,Railing,Bus,Car,Stairs",Novice/Intermediate,0.8842105263157894,,-0.08796296296296295
P8,14,video-14-segment-4,GPV-1@Shadow,0.5,188.0,5,"Pole,Person with a disability,Railing,Sidewalk,Car",Novice/Intermediate,0.7164179104477612,0.72,0.13425925925925927
P8,15,video-3-segment-3,GPV-1@Shadow,0.6,148.0,6,"Wall,Person with a disability,Car,Road,Tree,Fence",Novice/Intermediate,0.8983050847457628,0.900763358778626,0.24537037037037035
P8,16,video-4-segment-1,BLIP@Shadow,0.7,265.0,6,"Vegetation,Bus,Tree,White Cane,Car,Sidewalk",Novice/Intermediate,0.8799999999999999,0.8828828828828829,0.35648148148148145
P8,17,video-11-segment-1,Ground Truth,0.6,216.0,8,"Pedestrian Crossing,Bus,Lamp Post,Person with a disability,Trash bins,Bicycle,Tree,Car",Novice/Intermediate,1.0,,0.24537037037037035
P8,18,video-16-segment-3,GPT4V@Shadow,0.1,79.0,7,"Pole,Sign,Barrier Post,Closed Sidewalk,Sloped Driveway,Fence,Lamp Post",Novice/Intermediate,0.7173913043478262,0.7175572519083969,-0.3101851851851852
P8,19,video-6-segment-2,BLIP,0.0,60.0,5,"Wall,Railing,White Cane,Person with a disability,Car",Novice/Intermediate,0.6956521739130435,,-0.4212962962962963
P8,20,video-2-segment-1,GPV-1,0.3,95.0,6,"Sign,Car,Person with a disability,Person,White Cane,Street Vendor",Novice/Intermediate,0.6857142857142856,,-0.08796296296296295
P8,21,video-3-segment-2,Ground Truth,0.9,230.0,7,"Person with a disability,Car,Railing,Fence,Tree,White Cane,Person",Novice/Intermediate,1.0,,0.5787037037037037
P8,22,video-14-segment-4,BLIP,0.0,94.0,5,"Person with a disability,Person,White Cane,Car,Fence",Novice/Intermediate,0.8433734939759036,,-0.4212962962962963
P8,23,video-4-segment-3,BLIP@Shadow,0.0,106.0,6,"Person,Motorcycle,White Cane,Person with a disability,Car,Snow",Novice/Intermediate,0.7692307692307692,0.7669172932330827,-0.4212962962962963
P8,24,video-1-segment-4,GPT4V@Shadow,0.3,113.0,6,"Person,Pole,Person with a disability,White Cane,Snow,Car",Novice/Intermediate,0.8076923076923077,0.8053691275167786,-0.08796296296296295
P9,1,video-14-segment-4,BLIP,0.6,301.0,6,"Vegetation,Elevator,Wall,Curb,Trash bins,Puddle",Novice/Intermediate,0.5882352941176471,,0.033333333333333215
P9,2,video-4-segment-3,BLIP,0.8,241.0,6,"Person with a disability,Curb,Tactile Paving,Vegetation,Mail box,Sloped Driveway",Novice/Intermediate,0.6086956521739131,,0.23333333333333328
P9,3,video-1-segment-4,GPT4V@Shadow,0.8,352.0,6,"Pedestrian Crossing,Person with a disability,Lamp Post,Gate,Counter,Driveway(flat)",Novice/Intermediate,0.696969696969697,0.6981132075471698,0.23333333333333328
P9,4,video-2-segment-1,GPV-1@Shadow,0.1,70.0,6,"Maintenance Vehicle,Barrier Stump,Traffic Signals,Crosswalk,Wet surface,Table",Novice/Intermediate,0.2142857142857143,0.2135922330097087,-0.4666666666666668
P9,5,video-14-segment-1,Ground Truth,0.9,180.0,6,"Sidewalk,Retaining Wall,Bench,Car,Stairs,Railing",Novice/Intermediate,1.0,,0.33333333333333326
P9,6,video-15-segment-3,GPV-1,0.7,313.0,6,"Sloped Driveway,Tree,Wall,Road,Fire hydrant,Car",Novice/Intermediate,0.8346456692913387,,0.1333333333333332
P9,7,video-11-segment-1,Ground Truth,1.0,105.0,6,"Push button,Gutter,Building,Snow,Road Divider,Car",Novice/Intermediate,1.0,,0.43333333333333324
P9,8,video-7-segment-2,GPV-1@Shadow,0.6,327.0,5,"Car,Roadside Parking,Sign,Person with a disability,Barrier Stump",Novice/Intermediate,0.6301369863013698,0.6292134831460674,0.033333333333333215
P9,9,video-14-segment-4,GPT4V@Shadow,0.1,94.0,6,"Lamp Post,Elevator,White Cane,Road,Wheelchair,Flush Door",Novice/Intermediate,0.4864864864864865,0.4842105263157894,-0.4666666666666668
P9,10,video-1-segment-5,Random,0.5,229.0,6,"Stairs,White Cane,Roadside Parking,Railing,Lamp Post,Motorcycle",Novice/Intermediate,0.4827586206896552,,-0.06666666666666676
P9,11,video-14-segment-1,GPT4V,0.5,86.0,6,"Building,Accent Paving,Railing,Person,Closed Sidewalk,Gate",Novice/Intermediate,0.7560975609756098,,-0.06666666666666676
P9,12,video-16-segment-3,GPT4V,0.3,244.0,6,"Traffic Signals,Person,Vegetation,Road,Bench,Closed Sidewalk",Novice/Intermediate,0.7659574468085107,,-0.2666666666666668
P9,13,video-4-segment-1,GPT4V,0.7,84.0,6,"Bench,Person with a disability,Building,Person,Dog,Uneven Stairs",Novice/Intermediate,0.7560975609756098,,0.1333333333333332
P9,14,video-16-segment-3,Random,0.7,187.0,6,"Closed Sidewalk,Roadside Parking,Barrier Post,White Cane,Unpaved Road,Railing",Novice/Intermediate,0.619718309859155,,0.1333333333333332
P9,15,video-4-segment-3,GPV-1,0.8,108.0,6,"Slopped Curb,Sidewalk,Yard Waste,White Cane,Maintenance Vehicle,Escalator",Novice/Intermediate,0.6990291262135923,,0.23333333333333328
P9,16,video-6-segment-2,GPT4V@Shadow,0.0,46.0,6,"Accent Paving,Curb,Stairs,Pillar,Bicycle,Train Tracks",Novice/Intermediate,0.5714285714285714,0.5737704918032787,-0.5666666666666668
P9,17,video-12-segment-4,BLIP@Shadow,0.9,126.0,6,"Person with a disability,Curb,Person,Pole,Accent Paving,Unpaved Sidewalk",Novice/Intermediate,0.758169934640523,0.758169934640523,0.33333333333333326
P9,18,video-4-segment-1,Random,0.5,132.0,6,"Person,Railing,White Cane,Bus Stop,Foldout Sign,Barrier Post",Novice/Intermediate,0.48,,-0.06666666666666676
P9,19,video-6-segment-2,GPV-1@Shadow,0.3,95.0,6,"Wall,Sidewalk,Person with a disability,Pillar,Pole,Escalator",Novice/Intermediate,0.6129032258064516,0.6106870229007634,-0.2666666666666668
P9,20,video-3-segment-2,BLIP@Shadow,0.4,66.0,6,"Road,White Cane,Sidewalk,Pole,Maintenance Vehicle,Water Pipes",Novice/Intermediate,0.6666666666666667,0.6666666666666666,-0.16666666666666674
P9,21,video-4-segment-4,BLIP,0.6,67.0,6,"Railing,White Cane,Person,Curb,Driveway(flat),Trash bins",Novice/Intermediate,0.7272727272727273,,0.033333333333333215
P9,22,video-7-segment-2,Ground Truth,0.9,51.0,6,"Sidewalk,Road,Wall,Slopped Curb,Hose,Bridge",Novice/Intermediate,1.0,,0.33333333333333326
P9,23,video-2-segment-1,GPV-1,0.2,47.0,6,"Traffic Signals,Crosswalk,Sign Post,Pillar,Push button,Table",Novice/Intermediate,0.2028985507246376,,-0.36666666666666675
P9,24,video-11-segment-1,BLIP@Shadow,0.7,65.0,6,"Accent Paving,Car,Road,Curb,Hose,Unpaved Road",Novice/Intermediate,0.8120300751879699,0.8108108108108109,0.1333333333333332
P10,1,video-13-segment-2,GPV-1@Shadow,0.1,212.0,7,"White Cane,Curb,Pole,Car,Bridge,Trash bins,Bicycle",Novice/Intermediate,0.6881720430107527,0.6887417218543047,-0.375
P10,2,video-6-segment-2,Random,0.3,152.0,6,"Pillar,Building,Person with a disability,Railing,Wet surface,Paratransit vehicle",Novice/Intermediate,0.380952380952381,,-0.1527777777777778
P10,3,video-12-segment-4,BLIP@Shadow,0.9,165.0,6,"Crosswalk,Tree,Person,White Cane,Paratransit vehicle,Barrier Stump",Novice/Intermediate,0.984126984126984,0.9846153846153848,0.513888888888889
P10,4,video-1-segment-5,Ground Truth,1.0,175.0,6,"Car,Roadside Parking,Gutter,Curb,Road Shoulder,Turnstile",Novice/Intermediate,1.0,,0.625
P10,5,video-4-segment-4,GPT4V@Shadow,0.4,269.0,7,"Sidewalk,Bus Stop,Pole,Stairs,Gutter,Raised Entryway,Tree",Novice/Intermediate,0.7272727272727273,0.7272727272727273,-0.041666666666666644
P10,6,video-7-segment-2,Random,0.1,134.0,8,"Vegetation,Tactile Paving,Curb,Sidewalk,Yard Waste,Puddle,Building,Person",Novice/Intermediate,0.6099290780141844,,-0.375
P10,7,video-4-segment-3,GPT4V,0.7,303.0,8,"Person with a disability,Tactile Paving,Vegetation,Fence,Escalator,Elevator,Person,White Cane",Novice/Intermediate,0.7154471544715447,,0.29166666666666663
P10,8,video-11-segment-1,BLIP@Shadow,0.3,189.0,7,"Push button,Crosswalk,Curb,Person,Slopped Curb,Counter,Bus",Novice/Intermediate,0.6,0.6,-0.1527777777777778
P10,9,video-13-segment-2,Ground Truth,0.9,109.0,8,"Building,Traffic Signals,Pedestrian Crossing,Car,Fountain,Gutter,Pole,White Cane",Novice/Intermediate,1.0,,0.513888888888889
P10,10,video-4-segment-1,GPT4V@Shadow,0.5,248.0,9,"Bench,Person,Railing,Vegetation,Closed Sidewalk,Foldout Sign,Fence,White Cane,Bus",Novice/Intermediate,0.8392857142857143,0.8400000000000001,0.06944444444444445
P10,11,video-4-segment-3,GPV-1,0.2,98.0,7,"Pole,Fence,Person with a disability,Yard Waste,Barrier Post,Puddle,White Cane",Novice/Intermediate,0.6766917293233082,,-0.2638888888888889
P10,12,video-14-segment-1,Ground Truth,1.0,109.0,8,"Sidewalk,Retaining Wall,Bench,Car,Barrier Stump,Push button,Person with a disability,White Cane",Novice/Intermediate,1.0,,0.625
P10,13,video-16-segment-3,GPV-1,0.6,283.0,9,"Bicycle,Gate,Sign,Roadside Parking,Bus,Wet surface,Closed Sidewalk,Car,White Cane",Novice/Intermediate,0.8714285714285713,,0.18055555555555552
P10,14,video-16-segment-3,GPT4V,0.4,158.0,8,"Traffic Signals,Person,Vegetation,Road,Bench,Barrier Stump,Closed Sidewalk,Roadside Parking",Novice/Intermediate,0.7102803738317757,,-0.041666666666666644
P10,15,video-3-segment-3,GPV-1,0.1,94.0,7,"Barrier Post,Person with a disability,Vegetation,Building,Foldout Sign,Counter,Tree",Novice/Intermediate,0.3736263736263736,,-0.375
P10,16,video-3-segment-2,BLIP,0.2,198.0,8,"Wet surface,Fence,Puddle,Car,Unpaved Sidewalk,Gutter,Person with a disability,White Cane",Novice/Intermediate,0.613861386138614,,-0.2638888888888889
P10,17,video-2-segment-1,GPV-1@Shadow,0.2,101.0,7,"Accent Paving,Pedestrian Crossing,Crosswalk,Chair,Snow,Trash on roads,Tree",Novice/Intermediate,0.5416666666666667,0.5436893203883496,-0.2638888888888889
P10,18,video-14-segment-1,GPT4V@Shadow,0.2,98.0,8,"Building,Accent Paving,Railing,Person,Closed Sidewalk,Gate,White Cane,Vegetation",Novice/Intermediate,0.8,0.8,-0.2638888888888889
P10,19,video-1-segment-4,GPV-1@Shadow,0.3,138.0,8,"Pole,Bicycle,Person,Tactile Paving,Maintenance Vehicle,Foldout Sign,White Cane,Building",Novice/Intermediate,0.6086956521739131,0.608695652173913,-0.1527777777777778
P10,20,video-15-segment-3,GPT4V,0.8,206.0,7,"Curb,White Cane,Road Shoulder,Accent Paving,Wheelchair,Uneven Stairs,Car",Novice/Intermediate,0.4923076923076923,,0.4027777777777778
P10,21,video-4-segment-1,Random,0.1,91.0,7,"Slopped Curb,Curb,Bench,Sidewalk,Fountain,Flush Door,Person with a disability",Novice/Intermediate,0.6181818181818182,,-0.375
P10,22,video-1-segment-4,BLIP,0.5,140.0,7,"Road,Sign,Roadside Parking,Slopped Curb,Snow,Elevator,White Cane",Novice/Intermediate,0.6391752577319588,,0.06944444444444445
P10,23,video-12-segment-4,BLIP,0.6,309.0,8,"Pole,Crosswalk,Pedestrian Crossing,Wall,Road Divider,Lamp Post,Person with a disability,Car",Novice/Intermediate,0.7586206896551725,,0.18055555555555552
P10,24,video-15-segment-3,BLIP@Shadow,0.1,71.0,8,"Sign,Accent Paving,Curb,Fence,Hose,Uneven Stairs,Car,Person with a disability",Novice/Intermediate,0.5432098765432098,0.5413533834586466,-0.375
P11,1,video-3-segment-2,BLIP,0.9,412.0,6,"Road,Curb,White Cane,Car,Fence,Motorcycle",Expert,0.845360824742268,,0.5740740740740741
P11,2,video-7-segment-2,Ground Truth,0.6,352.0,8,"Vegetation,Road,Accent Paving,Sidewalk,Car,White Cane,Wall,Pole",Expert,1.0,,0.24074074074074076
P11,3,video-4-segment-4,GPT4V,0.9,244.0,6,"Person,Road,Person with a disability,Railing,Road Divider,Curb",Expert,0.8679245283018867,,0.5740740740740741
P11,4,video-4-segment-4,GPV-1,0.2,68.0,6,"Person,Paratransit vehicle,Lamp Post,White Cane,Yard Waste,Gutter",Expert,0.6376811594202899,,-0.20370370370370366
P11,5,video-16-segment-3,GPT4V@Shadow,0.1,87.0,7,"Pole,Traffic Signals,Road Shoulder,Gate,Pedestrian Crossing,Railing,Closed Sidewalk",Expert,0.5238095238095238,0.5225225225225225,-0.3148148148148148
P11,6,video-1-segment-5,GPV-1,0.1,128.0,8,"Roadside Parking,Gutter,Sidewalk,Building,Puddle,Pole,Barrier Post,White Cane",Expert,0.6792452830188678,,-0.3148148148148148
P11,7,video-4-segment-3,Ground Truth,0.9,219.0,5,"Slopped Curb,Tactile Paving,Person with a disability,Vegetation,Motorcycle",Expert,1.0,,0.5740740740740741
P11,8,video-3-segment-2,GPT4V@Shadow,0.2,171.0,6,"Vegetation,Person with a disability,Person,Table,Puddle,Curb",Expert,0.6451612903225806,0.6476190476190476,-0.20370370370370366
P11,9,video-6-segment-2,BLIP,0.3,137.0,8,"Car,Railing,Road,Wall,Barrier Post,Closed Sidewalk,Stairs,Accent Paving",Expert,0.6569343065693432,,-0.09259259259259257
P11,10,video-11-segment-1,GPT4V,0.6,184.0,7,"Road,Uncontrolled Crossing,Turnstile,Bridge,Trash bins,Person,Bus",Expert,0.8403361344537815,,0.24074074074074076
P11,11,video-4-segment-1,GPT4V,0.6,296.0,8,"Bus Stop,Gutter,Mail box,Bus,White Cane,Curb,Fence,Bench",Expert,0.7272727272727273,,0.24074074074074076
P11,12,video-14-segment-1,GPV-1@Shadow,0.2,96.0,6,"Tree,Lamp Post,Railing,Stairs,Vegetation,Car",Expert,0.84375,0.8456375838926175,-0.20370370370370366
P11,13,video-1-segment-4,GPV-1@Shadow,0.1,152.0,6,"Person with a disability,Pole,Bicycle,Trash bins,Maintenance Vehicle,Vegetation",Expert,0.7304347826086957,0.7328244274809159,-0.3148148148148148
P11,14,video-14-segment-4,BLIP,0.2,130.0,8,"Slopped Curb,Road,Car,Guide dog,Person with a disability,Fence,Building,Vegetation",Expert,0.6464646464646465,,-0.20370370370370366
P11,15,video-4-segment-1,Random,0.2,63.0,8,"Railing,Bench,Person,White Cane,Gate,Closed Sidewalk,Bus,Snow",Expert,0.4909090909090909,,-0.20370370370370366
P11,16,video-3-segment-3,BLIP@Shadow,0.2,110.0,6,"Car,Curb,Road,White Cane,Vegetation,Snow",Expert,0.8947368421052632,0.8976377952755905,-0.20370370370370366
P11,17,video-2-segment-1,GPV-1,0.1,70.0,6,"Barrier Stump,Traffic Signals,Crosswalk,Sign Post,Table,Push button",Expert,0.1538461538461538,,-0.3148148148148148
P11,18,video-15-segment-3,Random,0.3,101.0,5,"Curb,Fence,Car,Wall,Trash on roads",Expert,0.5858585858585859,,-0.09259259259259257
P11,19,video-11-segment-1,GPV-1@Shadow,0.2,74.0,7,"Trash bins,Bus,Accent Paving,Pole,Mail box,Counter,Motorcycle",Expert,0.7480916030534351,0.7462686567164178,-0.20370370370370366
P11,20,video-13-segment-2,BLIP@Shadow,0.3,120.0,8,"Building,Pole,Road Divider,Slopped Curb,Hose,Flush Door,Car,Motorcycle",Expert,0.7578947368421053,0.7572815533980582,-0.09259259259259257
P11,21,video-7-segment-2,BLIP@Shadow,0.6,148.0,8,"White Cane,Sign,Road,Accent Paving,Closed Sidewalk,Railing,Tactile Paving,Pole",Expert,0.7862068965517242,0.7837837837837839,0.24074074074074076
P11,22,video-12-segment-4,Ground Truth,1.0,187.0,8,"Pole,Building,Pedestrian Crossing,Maintenance Vehicle,Car,Mail box,Sign Post,Traffic Signals",Expert,1.0,,0.6851851851851852
P11,23,video-14-segment-4,Random,0.1,85.0,6,"Person with a disability,Elevator,Person,Bench,Retaining Wall,Road Divider",Expert,0.46875,,-0.3148148148148148
P11,24,video-4-segment-3,GPT4V@Shadow,0.3,64.0,6,"Tactile Paving,Vegetation,Push button,Person,Water Pipes,Motorcycle",Expert,0.8,0.8,-0.09259259259259257
P12,1,video-2-segment-1,GPV-1@Shadow,0.2,269.0,9,"Pillar,Tactile Paving,Bicycle,Pole,Elevator,Dog,Person,Sidewalk,Tree",Expert,0.6896551724137931,0.6883116883116883,-0.4124999999999999
P12,2,video-12-segment-4,GPV-1@Shadow,0.8,209.0,5,"Person,Building,Sidewalk,Person with a disability,Car",Expert,0.896551724137931,0.896551724137931,0.1875000000000001
P12,3,video-11-segment-1,Random,0.0,99.0,8,"Road,White Cane,Bus Stop,Roadside Parking,Counter,Chair,Person,Bus",Expert,0.4666666666666667,,-0.6124999999999999
P12,4,video-3-segment-2,GPV-1@Shadow,0.4,319.0,6,"Vegetation,Puddle,Car,Mail box,Snow,Person with a disability",Expert,0.6956521739130435,0.6966292134831461,-0.2124999999999999
P12,5,video-6-segment-2,GPT4V@Shadow,0.4,127.0,7,"Raised Entryway,White Cane,Person with a disability,Building,Driveway(flat),Train Platform,Stairs",Expert,0.6041666666666666,0.6037735849056605,-0.2124999999999999
P12,6,video-1-segment-5,GPV-1,0.8,112.0,6,"Curb,Bicycle,Car,Barrier Post,Raised Entryway,Road Divider",Expert,0.7387387387387387,,0.1875000000000001
P12,7,video-13-segment-2,GPT4V,0.9,76.0,7,"Slopped Curb,Person,Person with a disability,Traffic Signals,Escalator,Water Pipes,Car",Expert,0.8910891089108911,,0.2875000000000001
P12,8,video-16-segment-3,GPT4V,1.0,143.0,9,"Bicycle,Gate,Sign,Roadside Parking,Bus,Wet surface,Person,Closed Sidewalk,Building",Expert,0.6837606837606837,,0.38750000000000007
P12,9,video-3-segment-3,GPT4V@Shadow,0.8,122.0,7,"Stairs,Curb,Trash on roads,Car,Uncontrolled Crossing,Push button,Person with a disability",Expert,0.7560975609756097,0.7575757575757575,0.1875000000000001
P12,10,video-4-segment-3,BLIP,0.8,114.0,6,"Fence,Person,Curb,Sidewalk,Turnstile,Maintenance Vehicle",Expert,0.900763358778626,,0.1875000000000001
P12,11,video-11-segment-1,BLIP@Shadow,0.4,367.0,8,"Push button,Gutter,Building,Curb,Snow,Road Divider,Person,Trash bins",Expert,0.7771428571428571,0.7777777777777778,-0.2124999999999999
P12,12,video-14-segment-1,GPV-1,0.7,187.0,8,"Vegetation,Person with a disability,Building,Stairs,Barrier Stump,Chair,Railing,Car",Expert,0.7236842105263157,,0.08750000000000002
P12,13,video-14-segment-4,BLIP@Shadow,0.6,109.0,8,"Slopped Curb,White Cane,Building,Elevator,Trash bins,Barrier Post,Person,Bridge",Expert,0.5918367346938775,0.5925925925925926,-0.012499999999999956
P12,14,video-12-segment-4,Random,0.0,45.0,8,"Sign,Parallel Parking Spot,Car,Mail box,Road Divider,Push button,Person,Road",Expert,0.5217391304347826,,-0.6124999999999999
P12,15,video-4-segment-4,BLIP@Shadow,0.5,113.0,8,"Bus Stop,Railing,Sign,Bus,Barrier Post,Accent Paving,Sidewalk,White Cane",Expert,0.4444444444444445,0.4444444444444445,-0.11249999999999993
P12,16,video-15-segment-3,Ground Truth,0.9,110.0,8,"Car,Person with a disability,Puddle,Accent Paving,Water leakage,Fountain,Person,Building",Expert,1.0,,0.2875000000000001
P12,17,video-4-segment-1,GPT4V@Shadow,0.9,78.0,7,"Railing,Person,Bus Stop,Paratransit vehicle,Barrier Post,Road Shoulder,Bus",Expert,0.8301886792452831,0.8363636363636363,0.2875000000000001
P12,18,video-1-segment-4,BLIP,0.6,124.0,9,"Gate,Lamp Post,Railing,Road Shoulder,Wheelchair,Chair,Person,Building,Road",Expert,0.7486033519553073,,-0.012499999999999956
P12,19,video-15-segment-3,GPV-1,0.6,105.0,8,"Slopped Curb,Gate,Sloped Driveway,Tree,Train Platform,Wheelchair,Person,Car",Expert,0.7310344827586206,,-0.012499999999999956
P12,20,video-4-segment-4,Ground Truth,0.9,71.0,8,"Road,Curb,Lamp Post,Person with a disability,Table,Turnstile,Building,White Cane",Expert,1.0,,0.2875000000000001
P12,21,video-14-segment-1,GPT4V,0.6,146.0,9,"Bench,Sidewalk,Stairs,Building,Pillar,Pedestrian Crossing,Person,Car,Vegetation",Expert,0.8311688311688312,,-0.012499999999999956
P12,22,video-6-segment-2,Ground Truth,0.9,85.0,8,"Retaining Wall,Railing,Road,Building,Uneven Stairs,Fire hydrant,Person,White Cane",Expert,1.0,,0.2875000000000001
P12,23,video-4-segment-3,Random,0.1,56.0,8,"Vegetation,Sidewalk,Pole,White Cane,Accent Paving,Escalator,Person,Road",Expert,0.567741935483871,,-0.5125
P12,24,video-7-segment-2,BLIP,0.9,59.0,8,"White Cane,Person with a disability,Parallel Parking Spot,Sign,Street Vendor,Bridge,Building,Person",Expert,0.7166666666666668,,0.2875000000000001
P13,1,video-4-segment-3,GPV-1@Shadow,0.3,244.0,7,"Person with a disability,Sidewalk,Bicycle,White Cane,Closed Sidewalk,Bus Stop,Pole",Novice/Intermediate,0.7419354838709677,0.7421383647798743,-0.25462962962962965
P13,2,video-13-segment-2,GPV-1,0.4,184.0,6,"Slopped Curb,Person,Person with a disability,Traffic Signals,Escalator,Water Pipes",Novice/Intermediate,0.6823529411764706,,-0.1435185185185185
P13,3,video-4-segment-4,GPT4V@Shadow,0.4,117.0,6,"Bus,Person,Stairs,Sloped Driveway,Wet surface,Bridge",Novice/Intermediate,0.6818181818181819,0.6823529411764707,-0.1435185185185185
P13,4,video-11-segment-1,GPV-1@Shadow,0.6,158.0,8,"Uncontrolled Crossing,Pedestrian Crossing,White Cane,Crosswalk,Sloped Driveway,Road Shoulder,Tree,Trash bins",Novice/Intermediate,0.6711409395973154,0.6707317073170732,0.07870370370370366
P13,5,video-14-segment-4,GPT4V@Shadow,0.5,100.0,8,"Bench,White Cane,Pole,Building,Flush Door,Closed Sidewalk,Snow,Bridge",Novice/Intermediate,0.5357142857142857,0.5357142857142857,-0.03240740740740741
P13,6,video-16-segment-3,BLIP,0.7,117.0,8,"Tree,Trash bins,Building,Barrier Post,Push button,Hose,Closed Sidewalk,Person with a disability",Novice/Intermediate,0.7603305785123967,,0.18981481481481474
P13,7,video-1-segment-5,BLIP@Shadow,0.1,51.0,6,"Bicycle,Curb,Gutter,Barrier Post,Trash bins,Flush Door",Novice/Intermediate,0.8163265306122449,0.8163265306122449,-0.47685185185185186
P13,8,video-1-segment-4,Random,0.1,64.0,7,"Sidewalk,Pole,Car,Person,Uneven Stairs,Sloped Driveway,Gate",Novice/Intermediate,0.5045045045045045,,-0.47685185185185186
P13,9,video-15-segment-3,BLIP,0.4,86.0,7,"Sign,Curb,Sign Post,Fire hydrant,Person,Street Vendor,Car",Novice/Intermediate,0.7804878048780488,,-0.1435185185185185
P13,10,video-4-segment-4,Ground Truth,0.7,110.0,7,"Railing,Bus Stop,Bench,Sloped Driveway,Gate,Chair,Person with a disability",Novice/Intermediate,1.0,,0.18981481481481474
P13,11,video-1-segment-4,GPT4V,0.4,316.0,9,"Pole,Person,Crosswalk,Pedestrian Crossing,Barrier Post,Snow,Person with a disability,Car,Sign",Novice/Intermediate,0.6868686868686867,,-0.1435185185185185
P13,12,video-6-segment-2,BLIP@Shadow,0.1,135.0,11,"White Cane,Sidewalk,Person with a disability,Pillar,Pole,Escalator,Stairs,Uneven Stairs,Tree,Snow,Roadside Parking",Novice/Intermediate,0.4895104895104895,0.4892703862660944,-0.47685185185185186
