participant,trial,video,model left,score,F1-Base,F1-Shadow,timing,see_count,see,expertise,normalized_score_mc,normalized_score,frames,normalized_timing,normalized_timing_minmax
P6,4,video-16-segment-3,GPV-1,0.9,0.923076923076923,,260.0,6,"Person,Person with a disability,White Cane,Closed Sidewalk,Car,Building",Non-Expert,0.16666666666666663,0.6338983050847458,12,129.16666666666666,0.06964361509195163
P6,5,video-14-segment-1,Random,0.6,0.673469387755102,,113.0,5,"Building,Road,Sidewalk,Person with a disability,White Cane",Non-Expert,-0.13333333333333341,0.3898305084745762,15,-17.833333333333343,0.06794195047036942
P6,6,video-4-segment-4,BLIP@Shadow,0.7,0.8285714285714285,0.8292682926829269,247.0,3,"Person with a disability,White Cane,Sidewalk",Non-Expert,-0.03333333333333344,0.471186440677966,16,116.16666666666666,0.06949312774446477
P6,7,video-11-segment-1,Ground Truth,0.9,1.0,,91.0,5,"Trash bins,Car,Person,Person with a disability,White Cane",Non-Expert,0.16666666666666663,0.6338983050847458,16,-39.83333333333334,0.06768727957462244
P6,8,video-14-segment-4,GPV-1,0.8,0.7777777777777777,,280.0,5,"White Cane,Person with a disability,Person,Railing,Building",Non-Expert,0.06666666666666665,0.5525423728813559,12,149.16666666666666,0.06987513408808527
P6,9,video-14-segment-1,GPV-1@Shadow,1.0,0.9545454545454544,0.9577464788732396,44.0,5,"Person with a disability,White Cane,Person,Road,Car",Non-Expert,0.2666666666666666,0.7152542372881355,15,-86.83333333333334,0.0671432099337084
P6,10,video-1-segment-5,Random,0.7,0.6593406593406593,,111.0,5,"Barrier Post,Person with a disability,White Cane,Motorcycle,Bicycle",Non-Expert,-0.03333333333333344,0.471186440677966,14,-19.833333333333343,0.06791879857075607
P6,11,video-13-segment-2,Ground Truth,0.6,1.0,,199.0,5,"Person with a disability,White Cane,Person,Curb,Pole",Non-Expert,-0.13333333333333341,0.3898305084745762,16,68.16666666666666,0.06893748215374405
P6,12,video-3-segment-2,GPV-1@Shadow,0.8,0.6666666666666667,0.6666666666666665,61.0,4,"Car,Person with a disability,White Cane,Railing",Non-Expert,0.06666666666666665,0.5525423728813559,12,-69.83333333333334,0.06734000108042199
P6,13,video-13-segment-2,BLIP@Shadow,0.7,0.7599999999999999,0.7572815533980584,157.0,4,"Pole,Sidewalk,White Cane,Building",Non-Expert,-0.03333333333333344,0.471186440677966,16,26.166666666666657,0.06845129226186342
P6,14,video-16-segment-3,GPT4V,0.9,0.8888888888888888,,64.0,5,"Closed Sidewalk,Person with a disability,White Cane,Person,Car",Non-Expert,0.16666666666666663,0.6338983050847458,12,-66.83333333333334,0.06737472892984203
P6,15,video-6-segment-2,BLIP,0.2,0.7021276595744681,,68.0,4,"Railing,White Cane,Stairs,Person with a disability",Non-Expert,-0.5333333333333334,0.06440677966101682,16,-62.83333333333334,0.06742103272906876
P6,16,video-12-segment-4,GPT4V@Shadow,0.8,0.91156462585034,0.91156462585034,83.0,5,"Building,White Cane,Person,Person with a disability,Crosswalk",Non-Expert,0.06666666666666665,0.5525423728813559,16,-47.83333333333334,0.06759467197616897
P6,17,video-4-segment-3,GPV-1,0.8,0.8363636363636364,,125.0,4,"Sidewalk,Person with a disability,White Cane,Pole",Non-Expert,0.06666666666666665,0.5525423728813559,16,-5.833333333333343,0.06808086186804961
P6,18,video-3-segment-2,BLIP,0.7,0.7692307692307693,,58.0,3,"Car,Person with a disability,White Cane",Non-Expert,-0.03333333333333344,0.471186440677966,12,-72.83333333333334,0.06730527323100194
P6,19,video-7-segment-2,GPT4V,0.8,0.7764705882352942,,89.0,4,"Curb,Car,Person with a disability,White Cane",Non-Expert,0.06666666666666665,0.5525423728813559,16,-41.83333333333334,0.06766412767500907
P6,20,video-1-segment-4,GPT4V@Shadow,0.8,0.691358024691358,0.6938775510204082,132.0,4,"Gate,Person with a disability,White Cane,Railing",Non-Expert,0.06666666666666665,0.5525423728813559,16,1.1666666666666572,0.06816189351669638
P6,21,video-4-segment-3,GPT4V,0.5,0.676923076923077,,53.0,3,"White Cane,Person with a disability,Pole",Non-Expert,-0.2333333333333334,0.30847457627118635,16,-77.83333333333334,0.06724739348196854
P6,22,video-4-segment-1,Random,0.3,0.4788732394366197,,34.0,5,"Fence,White Cane,Pole,Wheelchair,Bus",Non-Expert,-0.4333333333333334,0.14576271186440667,14,-96.83333333333334,0.06702745043564158
P6,23,video-6-segment-2,Ground Truth,1.0,1.0,,40.0,4,"Person with a disability,White Cane,Railing,Stairs",Non-Expert,0.2666666666666666,0.7152542372881355,16,-90.83333333333334,0.06709690613448167
P6,24,video-3-segment-3,GPT4V@Shadow,0.7,0.7640449438202247,0.7647058823529411,65.0,4,"Person with a disability,White Cane,Sidewalk,Car",Non-Expert,-0.03333333333333344,0.471186440677966,16,-65.83333333333334,0.06738630487964871
P7,1,video-14-segment-1,GPV-1,0.8,0.7529411764705882,,132.0,5,"White Cane,Car,Bench,Bus Stop,Yard Waste",Non-Expert,-0.04166666666666674,0.4644067796610169,15,27.25,0.06846383287415399
P7,2,video-13-segment-2,Ground Truth,1.0,1.0,,72.0,5,"Traffic Signals,Pole,Building,Road Divider,Stop sign",Non-Expert,0.15833333333333321,0.6271186440677965,16,-32.75,0.06776927588575309
P7,3,video-4-segment-1,GPV-1@Shadow,0.8,0.5542168674698795,,194.0,5,"Fence,Pole,Person with a disability,Wall,Uncontrolled Crossing",Non-Expert,-0.04166666666666674,0.4644067796610169,14,89.25,0.06918154176216826
P7,4,video-3-segment-2,GPT4V@Shadow,0.7,0.48,,212.0,6,"Parallel Parking Spot,Fence,Wet surface,White Cane,Stop sign,Tactile Paving",Non-Expert,-0.14166666666666683,0.38305084745762696,12,107.25,0.06938990885868852
P7,5,video-1-segment-5,Ground Truth,1.0,1.0,,34.0,6,"Road,Motorcycle,Car,Stairs,Wheelchair,Pole",Non-Expert,0.15833333333333321,0.6271186440677965,14,-70.75,0.06732938979309919
P7,6,video-11-segment-1,BLIP,0.9,0.6666666666666667,,56.0,5,"Roadside Parking,Lamp Post,White Cane,Person,Trash on roads",Non-Expert,0.05833333333333324,0.5457627118644067,16,-48.75,0.06758406068884619
P7,7,video-4-segment-3,GPV-1,0.9,0.7954545454545454,,186.0,5,"Tactile Paving,Fence,Curb,Train Tracks,Fire hydrant",Non-Expert,0.05833333333333324,0.5457627118644067,16,81.25,0.0690889341637148
P7,8,video-14-segment-4,Random,0.7,0.4507042253521127,,127.0,6,"White Cane,Gate,Lamp Post,Wall,Unpaved Sidewalk,Barrier Post",Non-Expert,-0.14166666666666683,0.38305084745762696,12,22.25,0.06840595312512059
P7,9,video-11-segment-1,Random,0.6,0.4329896907216495,,235.0,7,"Trash bins,Pole,White Cane,Puddle,Train Tracks,Tree,Wet surface",Non-Expert,-0.2416666666666668,0.30169491525423714,16,130.25,0.0696561557042422
P7,10,video-16-segment-3,BLIP,1.0,0.8652482269503546,,186.0,9,"Closed Sidewalk,Street Vendor,Sign Post,Wall,Bridge,Tactile Paving,Barrier Post,Car,White Cane",Non-Expert,0.15833333333333321,0.6271186440677965,12,81.25,0.0690889341637148
P7,11,video-1-segment-4,GPV-1,0.8,0.6194690265486724,,77.0,6,"Pedestrian Crossing,Vegetation,Slopped Curb,Roadside Parking,Uneven Stairs,White Cane",Non-Expert,-0.04166666666666674,0.4644067796610169,16,-27.75,0.0678271556347865
P7,12,video-4-segment-3,Ground Truth,1.0,1.0,,52.0,8,"Vegetation,Slopped Curb,Pole,Sidewalk,Snow,Street Vendor,Person with a disability,White Cane",Non-Expert,0.15833333333333321,0.6271186440677965,16,-52.75,0.06753775688961947
P7,13,video-4-segment-4,GPT4V,0.8,0.7592592592592593,,100.0,10,"Slopped Curb,Sign,Bus,Curb,Wheelchair,Fountain,Person with a disability,White Cane,Closed Sidewalk,Sidewalk",Non-Expert,-0.04166666666666674,0.4644067796610169,16,-4.75,0.06809340248034018
P7,14,video-4-segment-4,BLIP@Shadow,0.8,0.6037735849056604,,61.0,8,"Sign Post,Pole,Person with a disability,White Cane,Uneven Stairs,Wheelchair,Vegetation,Sidewalk",Non-Expert,-0.04166666666666674,0.4644067796610169,16,-43.75,0.06764194043787959
P7,15,video-4-segment-1,BLIP,0.8,0.8403361344537814,,36.0,6,"Trash on roads,Trash bins,Person,Car,Tactile Paving,White Cane",Non-Expert,-0.04166666666666674,0.4644067796610169,14,-68.75,0.06735254169271256
P7,16,video-13-segment-2,GPT4V,0.9,0.8235294117647058,,67.0,10,"Road Divider,Pedestrian Crossing,Building,Sign,Flush Door,Train Platform,White Cane,Sidewalk,Car,Traffic Signals",Non-Expert,0.05833333333333324,0.5457627118644067,16,-37.75,0.06771139613671968
P7,17,video-14-segment-1,Random,0.7,0.437956204379562,,203.0,10,"Car,Bench,Stairs,Road,Water leakage,Escalator,Fence,Road Shoulder,White Cane,Traffic Signals",Non-Expert,-0.14166666666666683,0.38305084745762696,15,98.25,0.06928572531042838
P7,18,video-3-segment-3,GPT4V@Shadow,0.7,0.7226890756302522,,58.0,10,"Person with a disability,Stairs,Vegetation,Gate,Tactile Paving,Water leakage,White Cane,Car,Traffic Signals,Sidewalk",Non-Expert,-0.14166666666666683,0.38305084745762696,16,-46.75,0.06760721258845954
P7,19,video-16-segment-3,BLIP@Shadow,0.8,0.8350515463917526,,92.0,12,"Vegetation,Slopped Curb,Pole,Person with a disability,Railing,Accent Paving,White Cane,Sidewalk,Barrier Stump,Closed Sidewalk,Person,Car",Non-Expert,-0.04166666666666674,0.4644067796610169,12,-12.75,0.06800079488188672
P7,20,video-3-segment-3,GPV-1@Shadow,0.9,0.6138613861386139,,55.0,11,"White Cane,Curb,Slopped Curb,Gate,Water Pipes,Road Shoulder,Car,Closed Sidewalk,Sidewalk,Escalator,Traffic Signals",Non-Expert,0.05833333333333324,0.5457627118644067,16,-49.75,0.0675724847390395
P7,21,video-15-segment-3,GPT4V,1.0,0.7368421052631577,,73.0,11,"Car,Wall,Trash bins,Fence,Bench,Parallel Parking Spot,Sidewalk,White Cane,Person with a disability,Closed Sidewalk,Person",Non-Expert,0.15833333333333321,0.6271186440677965,15,-31.75,0.06778085183555978
P7,22,video-2-segment-1,GPV-1@Shadow,0.6,0.5735294117647058,,112.0,11,"Slopped Curb,Bicycle,Motorcycle,Sign,Wet surface,Fence,Person with a disability,Person,Traffic Signals,Car,White Cane",Non-Expert,-0.2416666666666668,0.30169491525423714,16,7.25,0.06823231387802035
P7,23,video-1-segment-5,BLIP@Shadow,1.0,0.8512820512820513,,60.0,9,"Retaining Wall,Road,Stairs,Person,Water Pipes,Road Divider,Sidewalk,Car,White Cane",Non-Expert,0.15833333333333321,0.6271186440677965,14,-44.75,0.06763036448807291
P7,24,video-15-segment-3,GPT4V@Shadow,1.0,0.7846153846153846,,34.0,10,"Bicycle,Vegetation,Road Shoulder,Driveway(flat),Bridge,Retaining Wall,Car,Person,Person with a disability,White Cane",Non-Expert,0.15833333333333321,0.6271186440677965,15,-70.75,0.06732938979309919
P8,1,video-6-segment-2,Random,0.2,0.4057971014492754,,250.0,5,"Curb,White Cane,Building,Trash bins,Pedestrian Crossing",Non-Expert,-0.17916666666666664,0.3525423728813559,16,111.95833333333334,0.06944441228902831
P8,2,video-4-segment-3,GPV-1@Shadow,0.4,0.9044585987261146,0.9028571428571428,190.0,6,"Person with a disability,Curb,Vegetation,Pole,Sidewalk,Car",Non-Expert,0.02083333333333337,0.5152542372881357,16,51.95833333333334,0.06874985530062741
P8,3,video-15-segment-3,BLIP@Shadow,0.4,0.7901234567901234,0.7931034482758621,171.0,5,"Fence,Sign,Car,White Cane,Road",Non-Expert,0.02083333333333337,0.5152542372881357,15,32.95833333333334,0.06852991225430047
P8,4,video-1-segment-4,GPV-1,0.2,0.7173913043478262,,172.0,6,"Vegetation,Pole,Bicycle,Bus Stop,Bench,White Cane",Non-Expert,-0.17916666666666664,0.3525423728813559,16,33.95833333333334,0.06854148820410715
P8,5,video-15-segment-3,Random,0.1,0.5631067961165048,,79.0,5,"Person with a disability,Tree,Person,Car,Road",Non-Expert,-0.2791666666666667,0.2711864406779661,15,-59.04166666666666,0.06746492487208575
P8,6,video-3-segment-2,GPT4V@Shadow,0.4,0.782608695652174,0.780952380952381,127.0,6,"Curb,White Cane,Bicycle,Car,Fence,Bus Stop",Non-Expert,0.02083333333333337,0.5152542372881357,12,-11.041666666666657,0.06802057046280646
P8,7,video-1-segment-5,GPT4V,0.9,0.9565217391304348,,77.0,6,"Sidewalk,Bicycle,Traffic Signals,Motorcycle,White Cane,Car",Non-Expert,0.5208333333333334,0.9220338983050849,14,-61.04166666666666,0.06744177297247239
P8,8,video-2-segment-1,Random,0.1,0.2592592592592592,,103.0,5,"Pillar,Bridge,Fountain,White Cane,Car",Non-Expert,-0.2791666666666667,0.2711864406779661,16,-35.04166666666666,0.0677427476674461
P8,9,video-11-segment-1,GPT4V,0.6,0.838095238095238,,113.0,6,"Trash bins,Bus,White Cane,Car,Sign Post,Bicycle",Non-Expert,0.22083333333333333,0.6779661016949152,16,-25.041666666666657,0.06785850716551292
P8,10,video-3-segment-3,BLIP,0.4,0.796116504854369,,94.0,5,"Fence,Person with a disability,Car,Tree,Road",Non-Expert,0.02083333333333337,0.5152542372881357,16,-44.04166666666666,0.06763856411918598
P8,11,video-16-segment-3,Ground Truth,0.9,1.0,,158.0,6,"Parallel Parking Spot,Pole,Closed Sidewalk,Person with a disability,Trash bins,White Cane",Non-Expert,0.5208333333333334,0.9220338983050849,12,19.958333333333343,0.0683794249068136
P8,12,video-4-segment-4,GPV-1,0.2,0.3265306122448979,,86.0,5,"Stairs,Puddle,White Cane,Car,Vegetation",Non-Expert,-0.17916666666666664,0.3525423728813559,16,-52.04166666666666,0.06754595652073252
P8,13,video-14-segment-1,GPT4V,0.3,0.8842105263157894,,99.0,5,"Person with a disability,Railing,Bus,Car,Stairs",Non-Expert,-0.07916666666666666,0.4338983050847457,15,-39.04166666666666,0.06769644386821938
P8,14,video-14-segment-4,GPV-1@Shadow,0.5,0.7164179104477612,0.72,188.0,5,"Pole,Person with a disability,Railing,Sidewalk,Car",Non-Expert,0.12083333333333335,0.5966101694915255,12,49.95833333333334,0.06872670340101406
P8,15,video-3-segment-3,GPV-1@Shadow,0.6,0.8983050847457628,0.900763358778626,148.0,6,"Wall,Person with a disability,Car,Road,Tree,Fence",Non-Expert,0.22083333333333333,0.6779661016949152,16,9.958333333333343,0.06826366540874679
P8,16,video-4-segment-1,BLIP@Shadow,0.7,0.8799999999999999,0.8828828828828829,265.0,6,"Vegetation,Bus,Tree,White Cane,Car,Sidewalk",Non-Expert,0.3208333333333333,0.7593220338983051,14,126.95833333333334,0.06961805153612853
P8,17,video-11-segment-1,Ground Truth,0.6,1.0,,216.0,8,"Pedestrian Crossing,Bus,Lamp Post,Person with a disability,Trash bins,Bicycle,Tree,Car",Non-Expert,0.22083333333333333,0.6779661016949152,16,77.95833333333334,0.06905082999560114
P8,18,video-16-segment-3,GPT4V@Shadow,0.1,0.7173913043478262,0.7175572519083969,79.0,7,"Pole,Sign,Barrier Post,Closed Sidewalk,Sloped Driveway,Fence,Lamp Post",Non-Expert,-0.2791666666666667,0.2711864406779661,12,-59.04166666666666,0.06746492487208575
P8,19,video-6-segment-2,BLIP,0.0,0.6956521739130435,,60.0,5,"Wall,Railing,White Cane,Person with a disability,Car",Non-Expert,-0.37916666666666665,0.18983050847457625,16,-78.04166666666666,0.0672449818257588
P8,20,video-2-segment-1,GPV-1,0.3,0.6857142857142856,,95.0,6,"Sign,Car,Person with a disability,Person,White Cane,Street Vendor",Non-Expert,-0.07916666666666666,0.4338983050847457,16,-43.04166666666666,0.06765014006899266
P8,21,video-3-segment-2,Ground Truth,0.9,1.0,,230.0,7,"Person with a disability,Car,Railing,Fence,Tree,White Cane,Person",Non-Expert,0.5208333333333334,0.9220338983050849,12,91.95833333333334,0.06921289329289468
P8,22,video-14-segment-4,BLIP,0.0,0.8433734939759036,,94.0,5,"Person with a disability,Person,White Cane,Car,Fence",Non-Expert,-0.37916666666666665,0.18983050847457625,12,-44.04166666666666,0.06763856411918598
P8,23,video-4-segment-3,BLIP@Shadow,0.0,0.7692307692307692,0.7669172932330827,106.0,6,"Person,Motorcycle,White Cane,Person with a disability,Car,Snow",Non-Expert,-0.37916666666666665,0.18983050847457625,16,-32.04166666666666,0.06777747551686615
P8,24,video-1-segment-4,GPT4V@Shadow,0.3,0.8076923076923077,0.8053691275167786,113.0,6,"Person,Pole,Person with a disability,White Cane,Snow,Car",Non-Expert,-0.07916666666666666,0.4338983050847457,16,-25.041666666666657,0.06785850716551292
P9,1,video-14-segment-4,BLIP,0.6,0.5882352941176471,,301.0,6,"Vegetation,Elevator,Wall,Curb,Trash bins,Puddle",Non-Expert,0.033333333333333215,0.5254237288135593,12,150.33333333333334,0.06988863936285972
P9,2,video-4-segment-3,BLIP,0.8,0.6086956521739131,,241.0,6,"Person with a disability,Curb,Tactile Paving,Vegetation,Mail box,Sloped Driveway",Non-Expert,0.23333333333333328,0.688135593220339,16,90.33333333333334,0.06919408237445882
P9,3,video-1-segment-4,GPT4V@Shadow,0.8,0.696969696969697,0.6981132075471698,352.0,6,"Pedestrian Crossing,Person with a disability,Lamp Post,Gate,Counter,Driveway(flat)",Non-Expert,0.23333333333333328,0.688135593220339,16,201.33333333333334,0.07047901280300048
P9,4,video-2-segment-1,GPV-1@Shadow,0.1,0.2142857142857143,0.2135922330097087,70.0,6,"Maintenance Vehicle,Barrier Stump,Traffic Signals,Crosswalk,Wet surface,Table",Non-Expert,-0.4666666666666668,0.11864406779661003,16,-80.66666666666666,0.06721459495751626
P9,5,video-14-segment-1,Ground Truth,0.9,1.0,,180.0,6,"Sidewalk,Retaining Wall,Bench,Car,Stairs,Railing",Non-Expert,0.33333333333333326,0.7694915254237288,15,29.333333333333343,0.06848794943625124
P9,6,video-15-segment-3,GPV-1,0.7,0.8346456692913387,,313.0,6,"Sloped Driveway,Tree,Wall,Road,Fire hydrant,Car",Non-Expert,0.1333333333333332,0.606779661016949,15,162.33333333333334,0.0700275507605399
P9,7,video-11-segment-1,Ground Truth,1.0,1.0,,105.0,6,"Push button,Gutter,Building,Snow,Road Divider,Car",Non-Expert,0.43333333333333324,0.8508474576271187,16,-45.66666666666666,0.06761975320075012
P9,8,video-7-segment-2,GPV-1@Shadow,0.6,0.6301369863013698,0.6292134831460674,327.0,5,"Car,Roadside Parking,Sign,Person with a disability,Barrier Stump",Non-Expert,0.033333333333333215,0.5254237288135593,16,176.33333333333334,0.07018961405783344
P9,9,video-14-segment-4,GPT4V@Shadow,0.1,0.4864864864864865,0.4842105263157894,94.0,6,"Lamp Post,Elevator,White Cane,Road,Wheelchair,Flush Door",Non-Expert,-0.4666666666666668,0.11864406779661003,12,-56.66666666666666,0.06749241775287662
P9,10,video-1-segment-5,Random,0.5,0.4827586206896552,,229.0,6,"Stairs,White Cane,Roadside Parking,Railing,Lamp Post,Motorcycle",Non-Expert,-0.06666666666666676,0.44406779661016943,14,78.33333333333334,0.06905517097677864
P9,11,video-14-segment-1,GPT4V,0.5,0.7560975609756098,,86.0,6,"Building,Accent Paving,Railing,Person,Closed Sidewalk,Gate",Non-Expert,-0.06666666666666676,0.44406779661016943,15,-64.66666666666666,0.06739981015442317
P9,12,video-16-segment-3,GPT4V,0.3,0.7659574468085107,,244.0,6,"Traffic Signals,Person,Vegetation,Road,Bench,Closed Sidewalk",Non-Expert,-0.2666666666666668,0.2813559322033897,12,93.33333333333334,0.06922881022387886
P9,13,video-4-segment-1,GPT4V,0.7,0.7560975609756098,,84.0,6,"Bench,Person with a disability,Building,Person,Dog,Uneven Stairs",Non-Expert,0.1333333333333332,0.606779661016949,14,-66.66666666666666,0.0673766582548098
P9,14,video-16-segment-3,Random,0.7,0.619718309859155,,187.0,6,"Closed Sidewalk,Roadside Parking,Barrier Post,White Cane,Unpaved Road,Railing",Non-Expert,0.1333333333333332,0.606779661016949,12,36.33333333333334,0.068568981084898
P9,15,video-4-segment-3,GPV-1,0.8,0.6990291262135923,,108.0,6,"Slopped Curb,Sidewalk,Yard Waste,White Cane,Maintenance Vehicle,Escalator",Non-Expert,0.23333333333333328,0.688135593220339,16,-42.66666666666666,0.06765448105017016
P9,16,video-6-segment-2,GPT4V@Shadow,0.0,0.5714285714285714,0.5737704918032787,46.0,6,"Accent Paving,Curb,Stairs,Pillar,Bicycle,Train Tracks",Non-Expert,-0.5666666666666668,0.03728813559322021,16,-104.66666666666666,0.0669367721621559
P9,17,video-12-segment-4,BLIP@Shadow,0.9,0.758169934640523,0.758169934640523,126.0,6,"Person with a disability,Curb,Person,Pole,Accent Paving,Unpaved Sidewalk",Non-Expert,0.33333333333333326,0.7694915254237288,16,-24.666666666666657,0.06786284814669043
P9,18,video-4-segment-1,Random,0.5,0.48,,132.0,6,"Person,Railing,White Cane,Bus Stop,Foldout Sign,Barrier Post",Non-Expert,-0.06666666666666676,0.44406779661016943,14,-18.666666666666657,0.06793230384553052
P9,19,video-6-segment-2,GPV-1@Shadow,0.3,0.6129032258064516,0.6106870229007634,95.0,6,"Wall,Sidewalk,Person with a disability,Pillar,Pole,Escalator",Non-Expert,-0.2666666666666668,0.2813559322033897,16,-55.66666666666666,0.0675039937026833
P9,20,video-3-segment-2,BLIP@Shadow,0.4,0.6666666666666667,0.6666666666666666,66.0,6,"Road,White Cane,Sidewalk,Pole,Maintenance Vehicle,Water Pipes",Non-Expert,-0.16666666666666674,0.3627118644067796,12,-84.66666666666666,0.06716829115828954
P9,21,video-4-segment-4,BLIP,0.6,0.7272727272727273,,67.0,6,"Railing,White Cane,Person,Curb,Driveway(flat),Trash bins",Non-Expert,0.033333333333333215,0.5254237288135593,16,-83.66666666666666,0.06717986710809622
P9,22,video-7-segment-2,Ground Truth,0.9,1.0,,51.0,6,"Sidewalk,Road,Wall,Slopped Curb,Hose,Bridge",Non-Expert,0.33333333333333326,0.7694915254237288,16,-99.66666666666666,0.0669946519111893
P9,23,video-2-segment-1,GPV-1,0.2,0.2028985507246376,,47.0,6,"Traffic Signals,Crosswalk,Sign Post,Pillar,Push button,Table",Non-Expert,-0.36666666666666675,0.1999999999999999,16,-103.66666666666666,0.06694834811196258
P9,24,video-11-segment-1,BLIP@Shadow,0.7,0.8120300751879699,0.8108108108108109,65.0,6,"Accent Paving,Car,Road,Curb,Hose,Unpaved Road",Non-Expert,0.1333333333333332,0.606779661016949,16,-85.66666666666666,0.06715671520848285
P10,1,video-13-segment-2,GPV-1@Shadow,0.1,0.6881720430107527,0.6887417218543047,212.0,7,"White Cane,Curb,Pole,Car,Bridge,Trash bins,Bicycle",Non-Expert,-0.3375,0.22372881355932198,16,43.25,0.0686490480710609
P10,2,video-6-segment-2,Random,0.3,0.380952380952381,,152.0,6,"Pillar,Building,Person with a disability,Railing,Wet surface,Paratransit vehicle",Non-Expert,-0.1375,0.38644067796610165,16,-16.75,0.06795449108266
P10,3,video-12-segment-4,BLIP@Shadow,0.9,0.984126984126984,0.9846153846153848,165.0,6,"Crosswalk,Tree,Person,White Cane,Paratransit vehicle,Barrier Stump",Non-Expert,0.4625,0.8745762711864408,16,-3.75,0.06810497843014686
P10,4,video-1-segment-5,Ground Truth,1.0,1.0,,175.0,6,"Car,Roadside Parking,Gutter,Curb,Road Shoulder,Turnstile",Non-Expert,0.5625,0.9559322033898304,14,6.25,0.06822073792821368
P10,5,video-4-segment-4,GPT4V@Shadow,0.4,0.7272727272727273,0.7272727272727273,269.0,7,"Sidewalk,Bus Stop,Pole,Stairs,Gutter,Raised Entryway,Tree",Non-Expert,-0.03749999999999998,0.46779661016949153,16,100.25,0.06930887721004175
P10,6,video-7-segment-2,Random,0.1,0.6099290780141844,,134.0,8,"Vegetation,Tactile Paving,Curb,Sidewalk,Yard Waste,Puddle,Building,Person",Non-Expert,-0.3375,0.22372881355932198,16,-34.75,0.06774612398613973
P10,7,video-4-segment-3,GPT4V,0.7,0.7154471544715447,,303.0,8,"Person with a disability,Tactile Paving,Vegetation,Fence,Escalator,Elevator,Person,White Cane",Non-Expert,0.26249999999999996,0.711864406779661,16,134.25,0.06970245950346893
P10,8,video-11-segment-1,BLIP@Shadow,0.3,0.6,0.6,189.0,7,"Push button,Crosswalk,Curb,Person,Slopped Curb,Counter,Bus",Non-Expert,-0.1375,0.38644067796610165,16,20.25,0.06838280122550722
P10,9,video-13-segment-2,Ground Truth,0.9,1.0,,109.0,8,"Building,Traffic Signals,Pedestrian Crossing,Car,Fountain,Gutter,Pole,White Cane",Non-Expert,0.4625,0.8745762711864408,16,-59.75,0.06745672524097268
P10,10,video-4-segment-1,GPT4V@Shadow,0.5,0.8392857142857143,0.8400000000000001,248.0,9,"Bench,Person,Railing,Vegetation,Closed Sidewalk,Foldout Sign,Fence,White Cane,Bus",Non-Expert,0.0625,0.5491525423728814,14,79.25,0.06906578226410144
P10,11,video-4-segment-3,GPV-1,0.2,0.6766917293233082,,98.0,7,"Pole,Fence,Person with a disability,Yard Waste,Barrier Post,Puddle,White Cane",Non-Expert,-0.2375,0.30508474576271183,16,-70.75,0.06732938979309919
P10,12,video-14-segment-1,Ground Truth,1.0,1.0,,109.0,8,"Sidewalk,Retaining Wall,Bench,Car,Barrier Stump,Push button,Person with a disability,White Cane",Non-Expert,0.5625,0.9559322033898304,15,-59.75,0.06745672524097268
P10,13,video-16-segment-3,GPV-1,0.6,0.8714285714285713,,283.0,9,"Bicycle,Gate,Sign,Roadside Parking,Bus,Wet surface,Closed Sidewalk,Car,White Cane",Non-Expert,0.16249999999999998,0.6305084745762712,12,114.25,0.0694709405073353
P10,14,video-16-segment-3,GPT4V,0.4,0.7102803738317757,,158.0,8,"Traffic Signals,Person,Vegetation,Road,Bench,Barrier Stump,Closed Sidewalk,Roadside Parking",Non-Expert,-0.03749999999999998,0.46779661016949153,12,-10.75,0.06802394678150009
P10,15,video-3-segment-3,GPV-1,0.1,0.3736263736263736,,94.0,7,"Barrier Post,Person with a disability,Vegetation,Building,Foldout Sign,Counter,Tree",Non-Expert,-0.3375,0.22372881355932198,16,-74.75,0.06728308599387246
P10,16,video-3-segment-2,BLIP,0.2,0.613861386138614,,198.0,8,"Wet surface,Fence,Puddle,Car,Unpaved Sidewalk,Gutter,Person with a disability,White Cane",Non-Expert,-0.2375,0.30508474576271183,12,29.25,0.06848698477376736
P10,17,video-2-segment-1,GPV-1@Shadow,0.2,0.5416666666666667,0.5436893203883496,101.0,7,"Accent Paving,Pedestrian Crossing,Crosswalk,Chair,Snow,Trash on roads,Tree",Non-Expert,-0.2375,0.30508474576271183,16,-67.75,0.06736411764251923
P10,18,video-14-segment-1,GPT4V@Shadow,0.2,0.8,0.8,98.0,8,"Building,Accent Paving,Railing,Person,Closed Sidewalk,Gate,White Cane,Vegetation",Non-Expert,-0.2375,0.30508474576271183,15,-70.75,0.06732938979309919
P10,19,video-1-segment-4,GPV-1@Shadow,0.3,0.6086956521739131,0.608695652173913,138.0,8,"Pole,Bicycle,Person,Tactile Paving,Maintenance Vehicle,Foldout Sign,White Cane,Building",Non-Expert,-0.1375,0.38644067796610165,16,-30.75,0.06779242778536645
P10,20,video-15-segment-3,GPT4V,0.8,0.4923076923076923,,206.0,7,"Curb,White Cane,Road Shoulder,Accent Paving,Wheelchair,Uneven Stairs,Car",Non-Expert,0.36250000000000004,0.7932203389830509,15,37.25,0.0685795923722208
P10,21,video-4-segment-1,Random,0.1,0.6181818181818182,,91.0,7,"Slopped Curb,Curb,Bench,Sidewalk,Fountain,Flush Door,Person with a disability",Non-Expert,-0.3375,0.22372881355932198,14,-77.75,0.06724835814445242
